icao,length_ft,width_ft,surface,le_ident,le_latitude,le_longitude,le_elevation_ft,le_displaced_ft,he_ident,he_latitude,he_longitude,he_elevation_ft,he_displaced_ft
38PA,1400,100,Turf,05,,,,,23,,,,
38SC,2300,100,Turf,05,,,,,23,,,,
38TN,1900,50,Turf,11,,,,,29,,,,
38W,2425,40,Asphalt,07,48.956,-122.46317,,262,25,48.95583,-122.453,,433
38WA,2200,40,Asphalt,01,,,,252,19,,,,122
38WI,2270,165,Turf,02,,,,,20,,,,
38WV,1800,50,Turf,06,,,,1000,24,,,,
38XS,6000,75,Asphalt,14,26.82233,-98.484,313.4,,32,26.80817,-98.4745,297.8,
39AK,1200,100,Turf,02,,,,,20,,,,
39CO,2500,25,Asphalt,09,,,,,27,,,,
39FA,3000,100,Turf,11,,,,,29,,,,
39FD,3100,50,Turf,18,,,,,36,,,,
39G,2105,100,Turf,09,43.03,-82.67333,726.0,267,27,43.03,-82.6655,726.0,
39IA,2400,100,Turf,17,,,,790,35,,,,
39II,2500,100,Turf,18,,,,,36,,,,
39IN,4000,100,Turf,12,,,,,30,,,,
39K,2170,60,Asphalt,16,38.69467,-95.6905,1052.0,,34,38.68883,-95.69,1027.0,
39LA,1000,200,Turf,09,,,,,27,,,,
39LL,2500,100,Turf,09,,,,,27,,,,
39MI,1625,120,Turf,14,,,,,32,,,,
39MN,2000,100,Turf,NW,,,,,SE,,,,
39MO,1190,40,Turf,01,,,,,19,,,,
39MO,1190,40,Turf,15,,,,,33,,,,
39OH,1700,50,Turf,12,,,,,30,,,,
39OK,4000,150,Turf,17,,,,,35,,,,
39P,1810,40,Asphalt,07,46.55033,-122.27017,,200,25,46.55033,-122.263,,
39PA,1600,200,Turf,NE,,,,,SW,,,,
39PN,2500,250,Turf,09,,,,,27,,,,
39R,2100,75,Turf,17,29.5405,-95.42367,68.0,,35,29.53467,-95.4235,73.0,
39T,2509,50,Turf,09,,,,280,27,,,,425
39TA,2380,20,Asphalt,02,,,,,20,,,,
39TA,1375,80,Turf,16,,,,,34,,,,
39TE,4000,50,Asphalt,17,,,,,35,,,,
39TE,2700,75,Gravel,08,,,,,26,,,,
39TN,3000,50,Turf,03,,,,,21,,,,
39WA,2400,50,Dirt,03,,,,,21,,,,
39WI,2200,30,Asphalt,13,,,,,31,,,,
39Z,1925,70,Turf,09,,,,327,27,,,,
3A0,2704,75,Asphalt,13,,,,,31,,,,75
3A9,3000,250,Turf,14,44.39717,-97.12633,1801.0,,32,44.39,-97.1205,1810.0,
3A9,2400,250,Turf,04,44.39183,-97.1255,1803.0,,22,44.3965,-97.119,1818.0,
3AK2,700,50,Gravel,06,,,,,24,,,,
3AK3,2100,30,Gravel,15,,,,,33,,,,
3AK4,1860,30,Gravel,07,,,,,25,,,,
3AK5,4100,150,Gravel,05,,,,,23,,,,
3AK6,700,25,Turf-Gravel,05,,,,,23,,,,
3AK7,1080,100,Turf,18,,,,,36,,,,
3AK8,1320,80,Gravel,15,,,,,33,,,,
3AK9,1850,50,Dirt,15,,,,,33,,,,
3AL1,1800,150,Turf,06,,,,,24,,,,
3AL5,1700,75,Turf,03,,,,,21,,,,
3AL7,2000,60,Turf,12,,,,,30,,,,
3AL8,2669,30,Asphalt,17,,,,,35,,,,
3AR0,2700,42,Asphalt,18,,,,,36,,,,
3AR2,2400,30,Turf,13,,,,,31,,,,
3AR2,2000,30,Turf,08,,,,,26,,,,
3AR3,2200,30,Turf,18,,,,,36,,,,
3AR4,3400,60,Turf,09,,,,,27,,,,
3AR5,2640,60,Turf,18,,,,,36,,,,
3AR6,2600,50,Turf,01,,,,,19,,,,
3AR7,1953,60,Turf,N,,,,,S,,,,
3AR8,2500,100,Turf,N,,,,,S,,,,
3AR9,2640,80,Asphalt-Turf,18,,,,,36,,,,
3AZ5,4790,30,Asphalt,07,,,,,25,,,,
3AZ8,3300,60,Gravel,08,,,,120,26,,,,
3B3,3086,40,Asphalt,16,42.42917,-71.7965,458.7,150,34,42.42267,-71.78917,449.4,500
3B8,1800,20,Asphalt,16,,,,,34,,,,200
3C1,3140,100,Turf,12,41.65833,-86.03867,752.0,690,30,41.655,-86.03083,753.0,520
3C1,2243,40,Asphalt,03,41.65283,-86.03667,755.0,187,21,41.65917,-86.0325,750.0,200
3CA7,3400,50,Gravel,15,,,,,33,,,,
3CA9,2400,60,Asphalt,13,,,,,31,,,,
3CO0,2900,50,Gravel-Dirt,18,,,,,36,,,,
3CO0,2500,40,Gravel-Dirt,04,,,,,22,,,,
3CO0,2000,30,Gravel-Dirt,12,,,,,30,,,,
3CO1,2600,80,Dirt,05,,,,,23,,,,
3CO2,4000,100,Gravel-Dirt,18,,,,,36,,,,
3CO4,3700,75,Turf,13,,,,,31,,,,
3CO7,2500,60,Turf,17,,,,,35,,,,
3D1,2545,80,Turf,09,45.215,-88.07867,734.8,595,27,45.21483,-88.06883,728.4,138
3D1,2164,60,Asphalt,18,45.21733,-88.07267,729.8,115,36,45.21133,-88.07283,730.2,101
3D2,2697,60,Asphalt,14,45.138,-87.1895,763.2,,32,45.13267,-87.18233,750.9,
3D2,2324,240,Turf,01,45.133,-87.19133,754.9,,19,45.13933,-87.19017,762.9,
3D8,2623,30,Turf,09,41.336,-83.728,684.5,,27,41.33583,-83.7185,689.5,
3DA,2510,50,Asphalt,18,43.053,-83.80383,733.0,771,36,43.04617,-83.804,733.0,771
3DA,1633,130,Turf,09,43.057,-83.8095,733.0,,27,43.057,-83.80333,,293
3EV,2105,142,Turf,18,38.015,-87.59467,380.0,,36,38.00883,-87.595,380.0,
3EX,2004,50,Asphalt,03,39.33467,-94.1985,997.6,,21,39.34,-94.1965,992.5,
3F5,2070,80,Turf,09,42.91033,-84.67883,770.0,,27,42.91117,-84.67117,770.0,
3F5,1900,80,Turf,18,,,,185,36,,,,380
3FD0,3400,100,Turf,09,,,,,27,,,,
3FD4,2000,70,Turf,18,,,,,36,,,,
3FD4,1100,70,Turf,05,,,,,23,,,,
3FD6,3000,60,Turf,18,,,,,36,,,,
3FK,2400,35,Asphalt,03,39.4235,-86.06117,735.0,125,21,39.42917,-86.057,721.0,165
3FL0,3000,50,Asphalt,08,,,,500,26,,,,
3FL1,2643,100,Turf,09,,,,,27,,,,
3FL8,2500,100,Turf,05,,,,,23,,,,
3G8,2568,120,Turf,09,41.43983,-90.11467,635.0,193,27,41.43967,-90.10533,634.6,285
3G9,2580,38,Asphalt,18,,,,180,36,,,,197
3GA0,1100,50,Turf,18,,,,,36,,,,
3GA1,1750,75,Turf,E,,,,,W,,,,
3GA3,1500,30,Turf-Gravel,04,,,,200,22,,,,200
3GA5,1800,60,Turf,10,,,,,28,,,,
3GA6,2300,75,Turf,N,,,,500,S,,,,500
3GA7,1650,75,Turf,08,,,,,26,,,,
3GA8,1500,150,Turf,09,,,,,27,,,,
3GA9,2350,100,Turf,16,,,,,34,,,,
3GE3,3000,40,Concrete,07,,,,,25,,,,
3GE8,3200,140,Turf,14,,,,365,32,,,,
3H5,2000,200,Turf,18U,41.68517,-90.07867,,,36U,41.67967,-90.07867,,
3ID2,1700,70,Turf,09,,,,,27,,,,
3IG3,605,100,Turf,09,,,,,27,,,,
3II0,2000,100,Turf,18,,,,,36,,,,
3II1,3000,80,Turf,15,,,,,33,,,,
3II2,900,150,Turf,14,,,,,32,,,,
3II3,2600,50,Turf,E,,,,,W,,,,
3II8,1650,50,Turf,18,,,,,36,,,,
3II9,2000,65,Turf,09,,,,,27,,,,
3IL1,2500,200,Turf,18,,,,,36,,,,
3IL2,2600,135,Turf,18,,,,,36,,,,
3IL9,1995,70,Turf,09,,,,,27,,,,
3IN5,1300,75,Turf,16,,,,,34,,,,
3IN6,2570,120,Turf,18,,,,560,36,,,,230
3IN7,2100,125,Turf-Sand,15,,,,,33,,,,
3IN8,2020,75,Turf,18,,,,360,36,,,,150
3IS1,2600,100,Turf,18,,,,,36,,,,
3IS3,2000,100,Turf,E,39.73917,-89.15067,601.0,,W,39.73917,-89.14367,602.0,
3IS4,2900,100,Turf,18,,,,300,36,,,,
3IS5,2950,100,Turf,E,,,,,W,,,,
3IS7,1600,70,Turf,09,,,,,27,,,,
3IS8,2614,190,Turf,08,,,,,26,,,,
3IS8,1932,190,Turf,18,,,,,36,,,,
3J6,2500,50,Asphalt,18,30.79983,-82.028,,,36,30.793,-82.02817,,650
3KK,2644,300,Turf,09,41.0965,-87.91667,624.0,,27,41.0965,-87.90717,619.0,285
3KK,2564,200,Turf,18,41.09817,-87.90983,619.0,,36,41.091,-87.90983,624.0,900
3KS3,1900,30,Turf,17,37.40583,-97.19433,1211.0,,35,37.4005,-97.19417,1204.0,
3KS4,3700,100,Turf,N,37.776,-101.43467,3223.0,,S,37.76583,-101.4345,3220.0,
3KS5,2400,100,Turf,17,37.846,-97.35133,1395.0,,35,37.83933,-97.35133,1386.0,
3KS7,2300,125,Turf,17,37.832,-97.3495,1354.0,,35,37.82583,-97.34933,1368.0,
3KS8,2300,65,Turf,04,37.25417,-95.337,925.0,,22,37.25817,-95.331,913.0,
3KY1,2800,90,Turf,18,,,,,36,,,,
3KY2,2150,70,Turf,10,,,,,28,,,,
3KY3,1500,200,Turf,14,,,,,32,,,,
3KY4,3300,90,Turf,15,,,,200,33,,,,200
3KY9,2000,75,Turf,05,,,,,23,,,,
3L7,2200,90,Turf,09,,,,600,27,,,,
3LA1,2000,85,Turf,02,,,,,20,,,,
3LA4,4002,60,Asphalt,12,29.80267,-92.80883,2.4,,30,29.79667,-92.79817,6.7,
3LA6,2100,180,Turf,18,,,,,36,,,,
3LA8,2250,75,Turf,16,30.14,-93.1435,11.0,,34,30.134,-93.1415,10.0,
3LL0,1320,100,Turf,N,,,,,S,,,,
3LL1,1800,150,Turf,N,,,,,S,,,,
3LL3,1423,70,Turf,N,,,,,S,,,,300
3LL4,2000,100,Turf,N,,,,,S,,,,
3LL5,1750,70,Turf,E,,,,,W,,,,
3LL6,2215,100,Turf,18,,,,,36,,,,
3LL8,1800,60,Asphalt,18,,,,,36,,,,
3LL9,1600,100,Turf,15,,,,,33,,,,
3LS7,1725,105,Turf,18,,,,,36,,,,
3M0,3200,55,Turf,06,36.3475,-92.56083,479.0,,24,36.35067,-92.55083,479.0,
3M5,2180,160,Turf,09,34.7475,-86.46467,655.0,,27,34.74733,-86.45733,634.0,
3MA2,2200,100,Turf,15,,,,,33,,,,
3MA5,2150,50,Turf,17,,,,,35,,,,
3MD0,2600,24,Asphalt,12,,,,,30,,,,600
3MD4,1570,37,Turf,14,,,,,32,,,,
3MD5,2500,75,Turf,16,,,,,34,,,,
3MD6,2200,100,Turf,18,,,,,36,,,,
3MD8,2700,75,Turf,18,,,,,36,,,,
3MD9,2000,60,Turf,12,,,,,30,,,,
3MI0,1320,50,Turf,10,,,,,28,,,,
3MI2,5500,90,Asphalt,18,,,,,36,,,,
3MI7,2500,80,Turf,09,,,,,27,,,,
3MI7,2045,100,Turf,18,,,,,36,,,,
3MN7,2200,75,Turf,18,,,,,36,,,,
3MN9,2100,100,Turf,10,,,,225,28,,,,225
3MO,2430,74,Turf-Gravel,18,38.022,-93.693,,,36,38.01533,-93.69333,,300
3MO2,1500,1500,Turf,ALL,,,,,WAY,,,,
3MO4,2600,100,Turf,N,,,,,S,,,,
3MO5,2600,65,Turf,18,,,,,36,,,,
3MO6,2200,60,Turf,N,,,,,S,,,,
3MS1,4188,50,Asphalt,15,34.81217,-89.4645,460.0,,33,34.80167,-89.45883,423.0,
3MS3,3500,75,Turf,09,,,,,27,,,,
3MS5,2500,75,Turf,N,,,,,S,,,,
3MS6,2100,120,Turf,18,,,,300,36,,,,1000
3MS8,3600,60,Turf,NE,,,,,SW,,,,
3MS9,2550,200,Turf,10,,,,,28,,,,
3MT3,2800,60,Turf,05,,,,,23,,,,
3MT6,2300,35,Turf,09,,,,,27,,,,
3MT9,960,40,Turf,16,46.47283,-113.49283,5536.0,,34,46.47033,-113.492,5524.0,
3N8,3400,75,Asphalt,17,47.26433,-95.931,1241.2,,35,47.25517,-95.92817,1242.8,
3N8,2720,120,Turf,09,47.2615,-95.93167,1243.2,,27,47.2615,-95.92083,1244.5,
3NA0,2600,50,Turf,08,,,,,26,,,,
3NA2,1200,20,Turf,10,,,,,28,,,,
3NA6,1950,100,Turf,08,,,,,26,,,,
3NC0,1750,50,Turf,16,,,,,34,,,,
3NC1,1800,75,Turf,14,,,,,32,,,,
3NC3,1800,50,Turf,06,,,,,24,,,,
3NC4,4000,100,Turf,03,,,,,21,,,,
3NC5,2000,75,Turf,18,,,,,36,,,,
3NC6,2300,23,Turf,09,,,,300,27,,,,400
3NC7,1300,60,Turf,17,,,,,35,,,,
3NC9,1600,50,Turf,07,,,,,25,,,,200
3ND5,2400,80,Turf,12,,,,,30,,,,
3NE2,3200,100,Turf,N,,,,,S,,,,
3NE2,900,150,Turf,E,,,,,W,,,,
3NE3,2500,100,Turf,N,,,,,S,,,,
3NE6,2600,50,Turf,15,,,,,33,,,,
3NE6,1200,50,Turf,07,,,,,25,,,,
3NE7,2800,45,Turf,N,,,,,S,,,,
3NJ1,2568,100,Turf,04,,,,,22,,,,
3NJ6,4002,60,Asphalt,02,40.01,-74.84217,68.5,280,20,40.021,-74.8405,71.5,211
3NJ9,1965,70,Turf,13,39.94233,-74.774,34.0,,31,39.93967,-74.768,23.0,
3NK0,2300,60,Turf,11,,,,,29,,,,
3NK4,2000,50,Turf,14,,,,,32,,,,
3NK5,1950,50,Turf,E,,,,,W,,,,
3NK6,1600,65,Turf,01,,,,300,19,,,,300
3NK8,1300,40,Turf,18,,,,,36,,,,
3NO,3173,40,Concrete,17,41.37367,-96.0225,1324.0,,35,41.365,-96.0225,1313.0,
3NP,2740,200,Turf,09,42.171,-84.263,963.0,,27,42.17117,-84.253,963.0,
3NP,2500,160,Turf,15,42.174,-84.26283,963.0,690,33,42.16783,-84.25867,963.0,550
3NR3,2903,50,Asphalt,09,,,,,27,,,,80
3NY0,2200,50,Turf,08,,,,,26,,,,
3NY3,3500,75,Turf,02,,,,,20,,,,
3NY4,1530,75,Turf,13,,,,,31,,,,
3NY5,1500,30,Turf,N,,,,,S,,,,
3NY6,3000,50,Turf,11,,,,,29,,,,
3NY7,2200,40,Turf,09,,,,200,27,,,,
3NY9,1800,50,Turf,01,,,,,19,,,,
3O5,2900,50,Asphalt,16,34.37317,-98.40667,1058.0,,34,34.36517,-98.40567,1058.0,
3O8,2820,30,Asphalt,14,36.25167,-120.2405,470.0,,32,36.24467,-120.2365,465.0,
3OG3,2300,40,Dirt,17,,,,,35,,,,
3OH0,2000,30,Asphalt,09,,,,,27,,,,
3OH0,2000,150,Turf,10,,,,,28,,,,
3OH1,2400,100,Turf,14,,,,,32,,,,
3OH4,2120,50,Turf,18,,,,,36,,,,
3OH6,2460,60,Turf,18,,,,,36,,,,
3OH8,2300,100,Turf,05,,,,,23,,,,
3OH9,1700,80,Turf,18,,,,200,36,,,,300
3OK0,2600,80,Turf,17,,,,,35,,,,
3OK1,2440,100,Turf,N,,,,,S,,,,
3OK5,2400,50,Turf,18,,,,,36,,,,
3OK7,2200,30,Turf,18,,,,,36,,,,
3OK8,2640,75,Turf,16,,,,,34,,,,
3OK8,2230,75,Turf,13,,,,,31,,,,
3OK9,1500,35,Turf,18,,,,,36,,,,
3OR8,3000,150,Dirt,E,,,,,W,,,,
3OR9,1950,60,Gravel,03,,,,,21,,,,
3PA0,2000,100,Turf,E,,,,,W,,,,
3PA4,2000,100,Turf,14,,,,,32,,,,
3PA6,1450,100,Turf,06,,,,,24,,,,
3PA8,1500,100,Turf,N,,,,,S,,,,
3PA9,1820,50,Asphalt,13,,,,,31,,,,
3PA9,1500,100,Turf,03,,,,,21,,,,
3PN0,1500,100,Turf,08,,,,,26,,,,
3PN1,1800,60,Turf,15,,,,,33,,,,
3PN2,1200,100,Turf,15,,,,,33,,,,
3PN6,2000,100,Turf,13,,,,,31,,,,
3PN7,2200,80,Turf,02,,,,,20,,,,
3PN9,700,100,Turf,05,,,,,23,,,,
3PS8,1500,100,Turf,09,,,,,27,,,,
3PS9,1855,100,Turf,08,,,,50,26,,,,700
3Q0,4600,165,Dirt,13,38.3855,-118.1005,4542.0,,31,38.37433,-118.093,4557.0,
3R8,2844,100,Turf,02,38.65417,-85.7925,605.0,200,20,38.66117,-85.78867,600.0,380
3RU,2750,120,Turf,E,33.33283,-84.39633,,,W,33.33283,-84.40533,,
3S2,1808,40,Turf,12,44.51533,-70.40983,417.9,,30,44.51283,-70.40383,418.4,
3S5,2777,120,Turf,07,,,,,25,,,,798
3S6,5350,60,Turf,11,43.22817,-122.42883,3230.0,,29,43.21867,-122.4135,3359.0,
3S7,2350,50,Asphalt,15,45.70133,-123.93017,30.0,,33,45.695,-123.92917,10.0,
3SC2,4400,80,Turf,01,,,,,19,,,,
3SC4,3033,50,Asphalt,08,,,,,26,,,,
3SC7,2750,120,Turf,18,,,,,36,,,,
3SD3,1600,45,Turf,18,,,,,36,,,,
3SD4,2300,120,Turf,16,43.46817,-96.86383,1515.0,,34,43.46217,-96.8615,1500.0,
3T0,3000,60,Turf,07,33.83917,-96.815,,,25,33.83983,-96.80517,,
3T2,2910,80,Turf,02,29.4755,-95.3285,54.0,,20,29.48267,-95.3245,53.0,
3T4,3300,75,Gravel,08,63.12567,-142.52833,1666.7,,26,63.12383,-142.50883,1670.6,
3T6,1800,22,Asphalt,17,33.136,-97.297,702.0,,35,33.13117,-97.297,696.0,
3T7,1852,75,Asphalt,10,,,,52,28,,,,
3T8,2450,60,Turf,15,31.6815,-97.36433,658.0,,33,31.67567,-97.36067,649.0,
3TA,2560,100,Turf,17,37.96233,-98.64667,,,35,37.95517,-98.64667,,
3TA,1900,80,Turf,13,,,,,31,,,,
3TA,1580,260,Turf,03,37.95917,-98.6505,,,21,37.962,-98.6465,,
3TA0,4093,30,Asphalt,18,30.1025,-100.40333,2250.0,,36,30.0915,-100.40567,2221.0,
3TA2,2500,50,Turf,06,,,,,24,,,,
3TA4,3200,75,Turf,02,,,,,20,,,,
3TA5,3450,27,Asphalt,01,,,,,19,,,,
3TA6,4280,36,Asphalt,15,,,,,33,,,,
3TA7,2500,70,Turf,17,,,,,35,,,,
3TA8,2700,20,Asphalt,05,,,,,23,,,,
3TA9,2900,30,Asphalt,15,,,,,33,,,,
3TE,2649,75,Asphalt,18,42.029,-83.93917,812.0,780,36,42.02167,-83.939,797.0,500
3TE,1820,50,Turf,09,42.02467,-83.943,803.0,,27,42.025,-83.93633,812.0,
3TE0,5000,40,Dirt,06,,,,,24,,,,
3TE1,2500,100,Turf,16,,,,,34,,,,
3TE3,1300,90,Turf,18,,,,,36,,,,
3TE4,2500,75,Dirt,01,,,,,19,,,,
3TE5,2300,18,Asphalt,16,,,,,34,,,,
3TE6,2100,80,Dirt,17,,,,,35,,,,
3TE8,3600,120,Gravel,13,,,,,31,,,,
3TE9,3700,160,Turf,17,,,,,35,,,,
3TN0,750,30,Turf,05,,,,,23,,,,
3TN3,2900,75,Turf,18,,,,,36,,,,
3TN4,1200,80,Turf,03,,,,,21,,,,450
3TN6,3000,40,Asphalt-Gravel,13,,,,,31,,,,
3TN8,1300,75,Turf,05,,,,,23,,,,
3TN9,2100,80,Turf,17,,,,,35,,,,
3TS0,2400,75,Turf,13,,,,,31,,,,
3TS0,2025,50,Turf,08,,,,,26,,,,
3TS1,3000,50,Asphalt,02,,,,,20,,,,
3TS3,1800,100,Turf,15,,,,,33,,,,
3TS7,2075,60,Turf,18,,,,,36,,,,
3TS9,3000,80,Turf,15,,,,,33,,,,
3TX1,1900,30,Turf,09,,,,,27,,,,
3TX2,2700,150,Turf,N,,,,,S,,,,
3TX3,2500,150,Turf,17,,,,,35,,,,
3TX6,2600,110,Turf,17,,,,,35,,,,
3TX7,2800,100,Turf,N,,,,,S,,,,
3TX9,2800,50,Turf,15,,,,,33,,,,
3U0,5250,120,Turf,01,42.0175,-115.3405,5829.0,,19,42.02967,-115.33033,5767.0,
3U1,2765,50,Dirt,12,45.27067,-115.68767,5869.0,,30,45.2655,-115.67967,5902.0,
3U2,3400,150,Turf,17,44.91633,-115.48417,4960.0,,35,44.90717,-115.48683,4906.0,
3U5,3650,75,Turf,01,47.459,-112.38367,4134.0,,19,47.46783,-112.3765,4108.0,
3U9,3675,72,Turf,11,46.21483,-112.11317,4968.0,,29,46.2085,-112.102,4910.0,
3VA0,1200,50,Turf,18,,,,,36,,,,
3VA1,2100,125,Turf,06,,,,,24,,,,
3VA2,2100,100,Turf,06,,,,,24,,,,
3VA3,2500,150,Turf,16,,,,,34,,,,
3VA3,2000,150,Turf,02,,,,,20,,,,
3VA4,2000,50,Turf,N,,,,,S,,,,
3VA5,1700,100,Turf,17,,,,,35,,,,
3VA7,2000,75,Turf,04,,,,,22,,,,
3VA8,2600,75,Turf,N,,,,,S,,,,
3VG2,2800,60,Turf,10,,,,,28,,,,
3VG3,2200,75,Turf,14,,,,,32,,,,
3VG9,1800,100,Turf,04,,,,,22,,,,
3VS,2805,39,Asphalt,07,38.42717,-92.88,1027.0,,25,38.4295,-92.87067,1003.0,
3W2,2870,75,Asphalt,03,41.63333,-82.83117,592.2,450,21,41.64,-82.8255,594.5,657
3W3,2400,75,Turf,10,38.91817,-76.363,,200,28,38.91817,-76.35467,,150
3W5,2609,60,Asphalt,07,48.52983,-121.76367,,,25,48.52983,-121.75283,,
3W6,2850,135,Turf,02,34.53917,-78.77967,100.0,,20,34.5465,-78.77667,116.0,
3W9,2085,67,Turf,09,41.69417,-82.80033,578.0,,27,41.69467,-82.79267,579.6,
3WA0,1600,50,Turf,15,,,,,33,,,,
3WA1,800,60,Turf,16,,,,,34,,,,
3WA2,2000,30,Asphalt-Turf,NE,,,,,SW,,,,
3WA3,3900,60,Asphalt,06,,,,,24,,,,
3WA4,1800,60,Turf,NE,,,,,SW,,,,
3WI0,1700,60,Turf,18,,,,,36,,,,
3WI0,1100,60,Turf,09,,,,,27,,,,
3WI1,1600,100,Turf,09,,,,,27,,,,
3WI2,3000,90,Turf,02,,,,,20,,,,
3WI3,2450,75,Turf,07,,,,,25,,,,
3WI4,2400,75,Turf,09,,,,,27,,,,
3WI5,1600,100,Turf,16,,,,,34,,,,
3WI6,1500,50,Turf,05,,,,,23,,,,
3WI6,1500,50,Turf,09,,,,,27,,,,
3WI8,2000,100,Turf,10,,,,,28,,,,
3WI9,2600,100,Turf,18,,,,,36,,,,
3WN2,2000,50,Turf,17,,,,400,35,,,,400
3WN4,1000,250,Turf,09,,,,,27,,,,
3WN6,2000,100,Turf,18,,,,,36,,,,
3WN7,850,300,Turf,07,,,,,25,,,,
3WN7,850,300,Turf,12,,,,,30,,,,
3WN8,2650,75,Turf,18,,,,,36,,,,440
3WN9,2100,100,Turf,09,,,,,27,,,,300
3X5,1804,60,Asphalt,01,41.7155,-82.82133,593.6,,19,41.7205,-82.821,587.3,
3XA0,2000,20,Asphalt,17,,,,,35,,,,
3XA1,2500,60,Turf,12,,,,,30,,,,
3XA7,2000,50,Turf,06,,,,,24,,,,
3XA8,2500,80,Turf,17,,,,,35,,,,
3XS0,2200,215,Turf,17,,,,222,35,,,,222
3XS1,2640,100,Turf,15,,,,,33,,,,
3XS4,2400,70,Turf,17,,,,,35,,,,
3XS5,2000,75,Turf,17,,,,,35,,,,
3Y4,2045,95,Turf,17,,,,455,35,,,,545
3Y7,3009,150,Turf,13,45.39283,-101.44133,2386.0,,31,45.3865,-101.43383,2383.0,
3Z1,1190,30,Gravel,12,,,,,30,,,,
40AK,1980,75,Gravel,06,,,,,24,,,,
40AR,3150,40,Asphalt,13,,,,,31,,,,
40AZ,2000,75,Dirt,08,,,,,26,,,,
40C,2600,200,Turf,02,42.198,-86.25,653.0,,20,42.20483,-86.24767,658.0,
40C,1540,200,Turf,07,42.199,-86.25283,656.0,,25,42.20017,-86.2475,656.0,
40D,3400,120,Turf,03,45.78583,-89.12433,1636.0,,21,45.795,-89.11783,1638.0,
40I,3142,150,Turf,08,,,,,26,,,,540
40IL,2640,135,Turf,09,,,,200,27,,,,300
40IN,3700,75,Turf,16,,,,,34,,,,
40KS,2400,80,Turf,01,,,,,19,,,,
40KY,2000,40,Turf,11,,,,,29,,,,
40LA,4800,130,Turf,18,,,,,36,,,,
40ME,2900,80,Turf,18,,,,,36,,,,
40MN,2200,80,Turf,E,,,,,W,,,,
40MT,1400,250,Turf,07,,,,,25,,,,
40NE,3200,125,Turf,13,,,,,31,,,,
40OH,1300,100,Turf,09,,,,,27,,,,
40OI,2600,60,Turf,09,,,,,27,,,,
40OK,2300,65,Turf,17,,,,,35,,,,
40PN,2200,150,Turf,12,,,,,30,,,,
40TA,2000,100,Turf,NE,,,,,SW,,,,
40TE,1700,75,Turf,07,,,,,25,,,,
40TE,1200,75,Turf,10,,,,,28,,,,
40TE,1100,75,Turf,03,,,,,21,,,,
40TN,2700,50,Concrete-Treated,09,36.34683,-83.27183,1080.0,,27,36.34817,-83.26283,1090.0,
40WI,2500,50,Turf,09L,,,,,27R,,,,
40WI,2250,50,Turf,09R,,,,,27L,,,,
40XS,3000,30,Asphalt,15,30.5215,-97.7825,897.0,,33,30.51383,-97.77917,897.0,
41AK,1900,50,Gravel,03,,,,,21,,,,
41AR,3000,20,Turf,02,,,,,20,,,,
41AZ,2950,35,Asphalt,17,,,,,35,,,,
41C,2200,75,Turf,01,42.6895,-85.64783,740.0,800,19,42.6955,-85.64633,740.0,
41C,1800,100,Turf,09,42.69167,-85.6505,740.0,200,27,42.69167,-85.64383,740.0,
41CA,1500,50,Turf,13,,,,,31,,,,
41CO,1700,60,Turf,09,,,,,27,,,,
41G,1988,100,Turf,08,42.8405,-84.48267,856.0,,26,42.84133,-84.47533,856.0,200
41ID,1800,25,Dirt,11,,,,,29,,,,
41KS,2600,150,Turf,18,,,,,36,,,,
41KS,1600,100,Turf,06,,,,,24,,,,
41KS,1600,100,Turf,13,,,,,31,,,,
41MO,2100,30,Turf,01,,,,,19,,,,
41MT,775,200,Turf,12,,,,,30,,,,
41NC,2000,100,Turf,04,,,,,22,,,,
41NK,2200,60,Turf,16,,,,,34,,,,
41NY,1800,75,Turf,01,,,,,19,,,,
41OH,1600,75,Turf,17,,,,,35,,,,
41PA,1276,100,Turf,16,,,,,34,,,,
41PA,1200,100,Turf,08,,,,,26,,,,
41TA,2700,80,Turf,03,,,,,21,,,,
41TN,3058,80,Turf,03,,,,,21,,,,
41TS,2000,150,Turf,11,,,,,29,,,,
41WI,3200,100,Turf,18,,,,,36,,,,
41XS,2500,50,Turf,18,,,,,36,,,,
42B,4500,1000,Water,16W,,,,,34W,,,,
42B,2120,50,Asphalt,14,41.44817,-72.46017,,,32,41.44433,-72.45433,,
42C,2916,60,Asphalt,18,43.56383,-85.775,911.0,500,36,43.55583,-85.77333,910.0,
42CN,3110,60,Gravel-Treated,09,,,,,27,,,,
42KS,2339,30,Turf,18,37.01383,-98.4545,1349.0,,36,37.0075,-98.4545,1334.0,
42KY,3000,32,Asphalt,18,,,,,36,,,,
42MD,2400,100,Turf,03,,,,,21,,,,
42MN,1700,200,Turf,E,,,,,W,,,,
42MO,2225,35,Turf,02,,,,,20,,,,
42NC,1200,50,Turf,17,,,,,35,,,,
42NY,1150,80,Turf,11,,,,,29,,,,
42OH,2200,75,Turf,N,,,,,S,,,,
42OR,1650,50,Asphalt-Concrete,01,,,,,19,,,,
42TN,2800,100,Turf,10,,,,,28,,,,
42TX,2100,100,Turf,18,,,,,36,,,,
42VA,4845,190,Turf,11,36.68033,-76.04083,10.0,,29,36.67733,-76.02467,9.0,
42VT,700,30,Turf,10,,,,,28,,,,
42WA,1100,40,Dirt,10,,,,,28,,,,
